truncated;mentions_id;radicalism;message;hastags;favorite_count;sentiment;in_reply_to_name;source;in_reply_to_user_id;lastaccess;type;media_url;link;rt_count;language;created;created_at_utc;mentions;crawler;in_reply_to_status;id;media.url;media.path;media.type;user.lang;user.created_at;user.utc_offset;user.verified;user.name;user.friends_count;user.url;user.description;user.location;user.time_zone;user.followers_count;user.profile_img;user.id_str;user.statuses_count;user.favourites_count;user.geo_enabled;user.listed_count;user.id;user.screen_name;retweeted_status.user_id;retweeted_status.name;retweeted_status.RT_count;retweeted_status.tweet_id;retweeted_status.profile_img;retweeted_status.message;retweeted_status.screen_name;place.bounding_box.type;place.bounding_box.coordinates;place.name;place.full_name;place.url;place.country;place.country_code;place.province_id;place.id;place.place_type;place.province_name;geo.coordinate.lat;geo.coordinate.lon;coordinate.lat;coordinate.lon
False;[];['no'];Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Museum Ulen Sentalu, Sleman, Yogyakarta.... - https://t.co/LEQpvxasp8;[];0;positive;;Awtoshare;;2022-02-18T21:12:55.249130;tweet;http://pbs.twimg.com/media/FLjn7s0aMAcTTYk.jpg;https://twitter.com/i/web/status/1493198292313796615;0;Indonesian;2022-02-14T19:19:49+07:00;2022-02-14T12:19:49+00:00;[];search;;1493198292313796615;[];[];[];;Tue Nov 27 03:04:04 +0000 2012;;False;Backpacker Indonesia;953;https://t.co/qMkKibiTxy;"https://t.co/JcrWky41OX | Around the world with a backpack, you dare?
Tag kami dengan hashtag #idbcpr, untuk di RT!

cp: idbcpr@gmail.com";contact  idbcpr@gmail.com;;38650;http://pbs.twimg.com/profile_images/532776710018592768/c40k48Nz_normal.jpeg;973161283;323092;592;True;210;973161283;idbcpr;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9SSxEg
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:08:03.138066;tweet;;https://twitter.com/i/web/status/1494793282865582087;0;Indonesian;2022-02-19T04:57:45+07:00;2022-02-18T21:57:45+00:00;[];search;;1494793282865582087;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:17:59.917203;tweet;;https://twitter.com/i/web/status/1493932632387710983;0;Indonesian;2022-02-16T19:57:50+07:00;2022-02-16T12:57:50+00:00;[];search;;1493932632387710983;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];Mampir Tugu Jogja Sebentar, Sebelum Jalan Ke Malioboro! [ Wisata Jogja Tugu Yogyakarta ] - https://t.co/Wbfq5Ck1OM https://t.co/1xNRk9TVPl;[];0;positive;;Awtoshare;;2022-02-19T18:59:05.864115;tweet;http://pbs.twimg.com/media/FLkz-v9aAAE2C0l.jpg;https://twitter.com/i/web/status/1493281907534008320;0;Indonesian;2022-02-15T00:52:05+07:00;2022-02-14T17:52:05+00:00;[];search;;1493281907534008320;[];[];[];;Tue Nov 27 03:04:04 +0000 2012;;False;Backpacker Indonesia;954;https://t.co/qMkKibiTxy;"https://t.co/JcrWky41OX | Around the world with a backpack, you dare?
Tag kami dengan hashtag #idbcpr, untuk di RT!

cp: idbcpr@gmail.com";contact  idbcpr@gmail.com;;38673;http://pbs.twimg.com/profile_images/532776710018592768/c40k48Nz_normal.jpeg;973161283;323285;592;True;210;973161283;idbcpr;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:18:37.020863;tweet;;https://twitter.com/i/web/status/1493887322869604354;0;Indonesian;2022-02-16T16:57:47+07:00;2022-02-16T09:57:47+00:00;[];search;;1493887322869604354;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:08:58.710453;tweet;;https://twitter.com/i/web/status/1494657405514178560;0;Indonesian;2022-02-18T19:57:49+07:00;2022-02-18T12:57:49+00:00;[];search;;1494657405514178560;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:21:07.357932;tweet;;https://twitter.com/i/web/status/1493706111928901636;0;Indonesian;2022-02-16T04:57:43+07:00;2022-02-15T21:57:43+00:00;[];search;;1493706111928901636;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Pantai Ngrawe, Gunungkidul.... - https://t.co/fxcTBQNsoA https://t.co/Tt1BevdoKc;[];1;positive;;Awtoshare;;2022-02-19T07:21:04.177309;tweet;http://pbs.twimg.com/media/FLmSXJZVEAYyqy5.jpg;https://twitter.com/i/web/status/1493385679916908544;0;Indonesian;2022-02-15T07:44:26+07:00;2022-02-15T00:44:26+00:00;[];search;;1493385679916908544;[];[];[];;Tue Nov 27 03:04:04 +0000 2012;;False;Backpacker Indonesia;954;https://t.co/qMkKibiTxy;"https://t.co/JcrWky41OX | Around the world with a backpack, you dare?
Tag kami dengan hashtag #idbcpr, untuk di RT!

cp: idbcpr@gmail.com";contact  idbcpr@gmail.com;;38655;http://pbs.twimg.com/profile_images/532776710018592768/c40k48Nz_normal.jpeg;973161283;323183;592;True;210;973161283;idbcpr;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:11:20.713054;tweet;;https://twitter.com/i/web/status/1494249709170356226;0;Indonesian;2022-02-17T16:57:47+07:00;2022-02-17T09:57:47+00:00;[];search;;1494249709170356226;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:10:23.705937;tweet;;https://twitter.com/i/web/status/1494476210767753218;0;Indonesian;2022-02-18T07:57:49+07:00;2022-02-18T00:57:49+00:00;[];search;;1494476210767753218;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:10:33.602325;tweet;;https://twitter.com/i/web/status/1494385596194000896;0;Indonesian;2022-02-18T01:57:45+07:00;2022-02-17T18:57:45+00:00;[];search;;1494385596194000896;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['lainnya'];Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide;['JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:28:38.153752;tweet;;https://twitter.com/i/web/status/1494966955547443202;0;Indonesian;2022-02-19T16:27:52+07:00;2022-02-19T09:27:52+00:00;[];search;;1494966955547443202;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28034;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];Taman Sari, Wisata Yogyakarta Hits Karena Instagram! [Wisata Jogja] - https://t.co/Op7AxQ5dbT https://t.co/883UczuvMs;[];0;positive;;Awtoshare;;2022-02-18T21:08:21.978957;tweet;http://pbs.twimg.com/media/FLkEg_taMAcJAmG.jpg;https://twitter.com/i/web/status/1493229718703063042;0;Indonesian;2022-02-14T21:24:42+07:00;2022-02-14T14:24:42+00:00;[];search;;1493229718703063042;[];[];[];;Tue Nov 27 03:04:04 +0000 2012;;False;Backpacker Indonesia;953;https://t.co/qMkKibiTxy;"https://t.co/JcrWky41OX | Around the world with a backpack, you dare?
Tag kami dengan hashtag #idbcpr, untuk di RT!

cp: idbcpr@gmail.com";contact  idbcpr@gmail.com;;38650;http://pbs.twimg.com/profile_images/532776710018592768/c40k48Nz_normal.jpeg;973161283;323092;592;True;210;973161283;idbcpr;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:21:14.710618;tweet;;https://twitter.com/i/web/status/1493615543768608768;0;Indonesian;2022-02-15T22:57:50+07:00;2022-02-15T15:57:50+00:00;[];search;;1493615543768608768;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9SSxEg
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:20:57.356783;tweet;;https://twitter.com/i/web/status/1493751421149368320;0;Indonesian;2022-02-16T07:57:46+07:00;2022-02-16T00:57:46+00:00;[];search;;1493751421149368320;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:26:34.449122;tweet;;https://twitter.com/i/web/status/1493389033246195712;0;Indonesian;2022-02-15T07:57:46+07:00;2022-02-15T00:57:46+00:00;[];search;;1493389033246195712;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:07:56.365235;tweet;;https://twitter.com/i/web/status/1494838588839985152;0;Indonesian;2022-02-19T07:57:46+07:00;2022-02-19T00:57:46+00:00;[];search;;1494838588839985152;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
